,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,firstName,games,hits,lastName,player_id,runs,seasons,WAR,BA,WAR,OBP,OPS,SLG,seasons,predictions
7966,179.01999999999995,25.020000000000003,0.2779694430754066,576.0,19.0,0,130.01,25.0,0.3665177621782599,0.7970475798224196,39.0,48.0,0.4305298176441597,Steven F.,1168.0,1128.0,Kemp,kempst01,581.0,11.0,19.43,0.2779694430754066,19.43,0.3665177621782599,0.7970475798224196,0.4305298176441597,11.0,0
7968,3.139999999999997,0.16,0.16468599274029136,6.139999999999998,0.0,0,0.16,0.0,0.18943305186972254,0.37371031307006064,0.16,0.0,0.18427726120033808,Dennis Patrick,639.0,33.119999999999976,Lamp,lampde01,6.129999999999997,16.0,-0.02,0.16468599274029136,-0.02,0.18943305186972254,0.37371031307006064,0.18427726120033808,16.0,0
7969,32.04,17.050000000000004,0.2365934959349593,100.01,5.0,0,4.06,12.0,0.29597686115948313,0.5962451538424101,54.02,3.0,0.3002682926829269,Rafael Silvaldo,596.0,291.01,Landestoy,landera01,134.01,10.0,0.73,0.2365934959349593,0.73,0.29597686115948313,0.5962451538424101,0.3002682926829269,10.0,0
7970,180.0,45.01,0.2679834186783711,299.0,19.0,0,91.01,33.0,0.3174283154121864,0.7178306563046516,145.0,45.0,0.4004023408924653,Kenneth Francis,1264.0,1099.0,Landreaux,landrke01,522.0,11.0,10.36,0.2679834186783711,10.36,0.3174283154121864,0.7178306563046516,0.4004023408924653,11.0,0
7971,223.01,37.03,0.26600594648166503,342.01,23.0,1,144.04,41.0,0.3121812140065581,0.7227243259986296,163.01999999999995,58.0,0.4105431119920714,Jeffrey,1415.0,1342.0,Leonard,leonaje01,614.0,16.0,9.74,0.26600594648166503,9.74,0.3121812140065581,0.7227243259986296,0.4105431119920714,16.0,1
7975,1.07,0.08,0.171641791044776,0.08,0.0,0,0.08,0.0,0.1771004942339373,0.470632832542395,0.08,0.0,0.29353233830845765,Joey Richard,250.0,2.0699999999999985,McLaughlin,mclaujo01,0.08,8.0,0.02,0.171641791044776,0.02,0.1771004942339373,0.470632832542395,0.29353233830845765,8.0,0
7977,5.039999999999999,2.05,0.23795180722891565,19.02,9.0,0,1.06,2.0,0.29726126326315205,0.5723215042270074,49.01,0.0,0.2750602409638554,Edward Lee,138.0,79.0,Miller,milleed04,63.0,7.0,-0.08,0.23795180722891565,-0.08,0.29726126326315205,0.5723215042270074,0.2750602409638554,7.0,0
7979,7.02,0.07,0.1531122448979592,10.02,0.0,0,2.049999999999999,0.0,0.19336296010047335,0.41438336826373867,0.07,1.0,0.22102040816326526,Paul Richard,153.0,30.01,Moskau,moskapa01,19.01,7.0,0.03,0.1531122448979592,0.03,0.19336296010047335,0.41438336826373867,0.22102040816326526,7.0,0
7980,226.02,17.07,0.27234519473241803,460.0,7.0,0,73.03,28.0,0.3537364798426745,0.7603629858667709,15.07,32.0,0.4066265060240964,Steven Rance,1325.0,972.0,Mulliniks,mullira01,445.0,16.0,17.06,0.27234519473241803,17.06,0.3537364798426745,0.7603629858667709,0.4066265060240964,16.0,0
7981,560.01,35.03999999999999,0.28713832039520115,1333.0,18.0,1,504.01,222.0,0.3594225516972298,0.8355269977099327,110.02,128.0,0.4761044460127029,Eddie Clarence,3026.0,3255.0,Murray,murraed02,1627.01,23.0,68.26,0.28713832039520115,68.26,0.3594225516972298,0.8355269977099327,0.4761044460127029,23.0,1
7982,8.01,3.02,0.2270114942528736,29.0,1.0,0,11.01,2.0,0.2868421052631579,0.6491409558378706,8.02,2.0,0.3622988505747127,Daniel Edmund,192.0,79.0,Norman,normada01,29.0,5.0,-0.31,0.2270114942528736,-0.31,0.2868421052631579,0.6491409558378706,0.3622988505747127,5.0,0
7985,237.01,44.05999999999999,0.2778005744768158,546.01,23.0,0,29.07000000000001,68.0,0.35059370903608195,0.7129942014447812,62.06999999999999,42.0,0.3624004924086992,Kenneth Ray,1602.0,1354.0,Oberkfell,oberkke01,558.01,19.0,22.35,0.2778005744768158,22.35,0.35059370903608195,0.7129942014447812,0.3624004924086992,19.0,0
7987,84.0,21.040000000000006,0.2661596958174905,245.0,18.0,0,72.02000000000002,21.0,0.34565308693826124,0.7744268511968164,104.01,14.0,0.4287737642585552,Mitchell Otis,673.0,560.0,Page,pagemi02,297.0,8.0,8.08,0.2661596958174905,8.08,0.34565308693826124,0.7744268511968164,0.4287737642585552,8.0,0
7988,305.0,27.08000000000001,0.25215791707938306,612.0,37.0,1,324.0,62.0,0.3127090301003345,0.7532297602545724,28.08000000000001,58.0,0.440520730154238,Lance Michael,1988.0,1782.0,Parrish,parrila02,856.0,20.0,39.33,0.25215791707938306,39.33,0.3127090301003345,0.7532297602545724,0.440520730154238,20.0,1
7991,56.0,10.06,0.23402948402948404,25.020000000000003,3.0,0,17.03,1.0,0.2460981215629174,0.5582664262312221,9.04,6.0,0.3121683046683047,Robert Michael,731.0,381.0,Picciolo,picciro01,192.0,10.0,-1.82,0.23402948402948404,-1.82,0.2460981215629174,0.5582664262312221,0.3121683046683047,10.0,0
7992,226.01,56.03999999999999,0.2803295571575695,505.0,26.0,1,62.03999999999999,49.0,0.3489487274068609,0.7372515080453779,217.01,36.0,0.388302780638517,Terry Stephen,1531.0,1361.0,Puhl,puhlte01,676.01,15.0,28.33,0.2803295571575695,28.33,0.3489487274068609,0.7372515080453779,0.388302780638517,15.0,1
7993,27.03,6.039999999999999,0.19294117647058825,52.03,2.0,0,6.06,11.0,0.23958550817006036,0.4999266846406486,1.08,6.0,0.26034117647058824,Luis Bienvenido,316.0,164.0,Pujols,pujollu01,50.03,9.0,-5.15,0.19294117647058825,-5.15,0.23958550817006036,0.4999266846406486,0.26034117647058824,9.0,0
7994,95.0,8.049999999999999,0.2554047259929613,144.0,10.0,0,63.02,27.0,0.30591497227356745,0.7122297032941809,10.05,21.0,0.40631473102061344,Patrick Edward,677.0,508.0,Putnam,putnapa01,223.0,9.0,0.19,0.2554047259929613,0.19,0.30591497227356745,0.7122297032941809,0.40631473102061344,9.0,0
7995,127.0,63.01,0.2896590588898281,356.0,20.0,0,26.01,39.0,0.35652615540883703,0.7394650114246161,247.0,13.0,0.3829388560157791,Eugene,1026.0,1028.0,Richards,richage01,502.0,8.0,18.57,0.2896590588898281,18.57,0.35652615540883703,0.7394650114246161,0.3829388560157791,8.0,0
7996,79.0,1.13,0.2473849372384937,140.01999999999998,5.0,0,8.069999999999999,4.0,0.29783809312681325,0.6003851642565203,9.089999999999998,18.0,0.30254707112970713,Edgardo Ralph,730.0,473.0,Romero,romered01,218.0,14.0,-5.15,0.2473849372384937,-5.15,0.29783809312681325,0.6003851642565203,0.30254707112970713,14.0,0
7998,46.01,4.079999999999998,0.2296353762606672,97.01,8.0,0,25.03,5.0,0.2862292203481774,0.6161438828772696,30.03,7.0,0.3299146625290923,Lenn Haruki,564.0,296.0,Sakata,sakatle01,163.0,11.0,4.08,0.2296353762606672,4.08,0.2862292203481774,0.6161438828772696,0.3299146625290923,11.0,0
8001,9.02,3.0399999999999987,0.21776881720430105,32.010000000000005,1.0,0,5.0299999999999985,2.0,0.2794539349525747,0.5783786661353704,36.01,3.0,0.2989247311827957,Jimmy Dale,236.0,81.00999999999998,Sexton,sextoji01,53.0,6.0,0.52,0.21776881720430105,0.52,0.2794539349525747,0.5783786661353704,0.2989247311827957,6.0,0
8002,18.020000000000003,2.03,0.2411764705882353,51.01,0.0,0,3.02,1.0,0.3085228985301679,0.610758192647815,0.05,3.0,0.3022352941176471,David Lindsey,205.0,123.0,Skaggs,skaggda01,44.01,5.0,0.13,0.2411764705882353,0.13,0.3085228985301679,0.610758192647815,0.3022352941176471,5.0,0
8004,13.08,1.11,0.1320943396226415,11.06,2.0,0,1.11,0.0,0.15240523979011486,0.3196505228089828,0.11999999999999998,2.0,0.1672452830188679,Mario Melvin,303.0,70.00999999999999,Soto,sotoma01,32.02,12.0,-0.88,0.1320943396226415,-0.88,0.15240523979011486,0.3196505228089828,0.1672452830188679,12.0,0
8008,1.07,0.08,0.11894273127753305,1.07,0.0,0,0.08,0.0,0.1457858769931663,0.30790041443810023,0.08,0.0,0.16211453744493395,Roy Justin,182.0,4.049999999999999,Thomas,thomaro02,0.08,8.0,0.03,0.11894273127753305,0.03,0.1457858769931663,0.30790041443810023,0.16211453744493395,8.0,0
8010,412.01,55.03999999999999,0.2853523166023166,850.0,37.0,1,185.01,48.0,0.3515295643714193,0.7668432709351258,236.01,76.0,0.4153137065637065,Alan Stuart,2293.0,2365.0,Trammell,trammal01,1231.0,20.0,70.42,0.2853523166023166,70.42,0.3515295643714193,0.7668432709351258,0.4153137065637065,20.0,1
8011,65.00999999999999,22.03,0.2610340479192938,65.02,9.0,0,20.03,1.0,0.29170003944961803,0.6593923471419256,28.020000000000003,13.0,0.3676923076923077,Ronald,564.0,414.0,Washington,washiro01,190.0,10.0,1.27,0.2610340479192938,1.27,0.29170003944961803,0.6593923471419256,0.3676923076923077,10.0,0
8012,103.02,36.02,0.25134072220235965,261.0,1.0,0,27.040000000000006,6.0,0.3133116883116883,0.6562434008608481,132.01,21.0,0.3429317125491598,U. L.,907.0,703.0,Washington,washiul01,358.01,11.0,0.0,0.25134072220235965,0.0,0.3133116883116883,0.6562434008608481,0.3429317125491598,11.0,0
8013,10.02,3.03,0.23414634146341465,29.01,0.0,0,4.04,3.0,0.3262997330621584,0.6980070501353289,3.03,2.0,0.3717073170731707,Larry,116.0,48.0,Whisenton,whisela01,27.0,5.0,0.46,0.23414634146341465,0.46,0.3262997330621584,0.6980070501353289,0.3717073170731707,5.0,0
8014,420.0,65.03,0.2764294049008168,1197.0,20.0,1,244.01,79.0,0.36302895322939865,0.7890604584802738,143.0,91.0,0.4260315052508752,Louis Rodman,2390.0,2369.0,Whitaker,whitalo01,1386.0,19.0,74.88,0.2764294049008168,74.88,0.36302895322939865,0.7890604584802738,0.4260315052508752,19.0,1
8016,97.01,23.040000000000006,0.2483271375464684,205.0,14.0,0,39.01000000000001,13.0,0.3029371584699453,0.6479631807747781,54.02,19.0,0.3450260223048327,Robert Daniel,959.0,668.0,Wilfong,wilforo01,318.0,12.0,7.59,0.2483271375464684,7.59,0.3029371584699453,0.6479631807747781,0.3450260223048327,12.0,0
8018,128.0,24.0,0.26633663366336635,310.0,17.0,0,36.0,20.0,0.3349084465445954,0.6949744531452555,196.0,29.0,0.3600660066006601,Elliott Taylor,831.0,807.0,Wills,willsbu01,472.0,6.0,16.47,0.26633663366336635,16.47,0.3349084465445954,0.6949744531452555,0.3600660066006601,6.0,0
8020,98.0,14.02,0.27089627391742194,167.0,3.0,0,35.0,16.0,0.3259668508287293,0.71319746512883,23.01,16.0,0.3872306143001007,Alvis,618.0,538.0,Woods,woodsal01,233.0,7.0,2.11,0.27089627391742194,2.11,0.3259668508287293,0.71319746512883,0.3872306143001007,7.0,0
8024,35.01,2.04,0.2175257731958763,81.0,5.0,0,13.03,2.0,0.2796610169491525,0.5777847282893587,9.02,6.0,0.2981237113402062,James Lea,419.0,211.0,Anderson,anderji01,107.0,6.0,1.01,0.2175257731958763,1.01,0.2796610169491525,0.5777847282893587,0.2981237113402062,6.0,0
8028,98.0,6.059999999999999,0.24183460736622656,328.0,13.0,0,18.050000000000004,52.0,0.3200617283950617,0.6189741675889464,12.05,21.0,0.29891243919388466,Bruce Edwin,982.0,696.0,Benedict,benedbr01,214.0,12.0,7.3,0.24183460736622656,7.3,0.3200617283950617,0.6189741675889464,0.29891243919388466,12.0,0
8032,37.0,2.0699999999999994,0.2394014962593516,67.00999999999999,2.0,0,26.02,14.0,0.29761348217238115,0.6856434073594135,1.08,6.0,0.3880299251870324,Bruce Douglas,358.0,192.0,Bochy,bochybr01,75.01,9.0,2.37,0.2394014962593516,2.37,0.29761348217238115,0.6856434073594135,0.3880299251870324,9.0,0
8042,2.06,0.07,0.09216799091940976,3.06,0.0,0,0.07,0.0,0.15113563999150922,0.29801418709707106,0.07,0.0,0.14687854710556186,Timothy James,136.0,4.06,Conroy,conroti01,2.06,7.0,-0.04,0.09216799091940976,-0.04,0.15113563999150922,0.29801418709707106,0.14687854710556186,7.0,0
8044,0.05,0.05,0.012376237623762377,0.05,0.0,0,0.05,0.0,0.02444987775061125,0.11108354111694788,0.05,0.0,0.08663366336633664,Victor Manuel,187.0,0.05,Cruz,cruzvi01,0.05,5.0,0.03,0.012376237623762377,0.03,0.02444987775061125,0.11108354111694788,0.08663366336633664,5.0,0
8045,0.12999999999999998,0.12999999999999998,0.02134646962233169,0.12999999999999998,0.0,0,0.12999999999999998,0.0,0.041800643086816726,0.19122593044313854,0.12999999999999998,0.0,0.14942528735632185,Ronald Gene,481.0,0.12999999999999998,Davis,davisro02,0.12999999999999998,13.0,0.22,0.02134646962233169,0.22,0.041800643086816726,0.19122593044313854,0.14942528735632185,13.0,0
8049,26.0,2.03,0.2375,55.0,4.0,0,14.0,2.0,0.3009985734664765,0.6510923234664765,12.01,2.0,0.35009375,David Leonard,321.0,152.0,Edwards,edwarda01,95.0,5.0,0.13,0.2375,0.13,0.3009985734664765,0.6510923234664765,0.35009375,5.0,0
8051,17.0,3.03,0.25149700598802394,41.0,1.0,0,2.03,4.0,0.3043478260869565,0.6140284648095115,3.03,9.0,0.3096806387225549,Barry Steven,224.0,126.0,Evans,evansba01,40.0,5.0,0.0,0.25149700598802394,0.0,0.3043478260869565,0.6140284648095115,0.3096806387225549,5.0,0
8052,10.02,0.05,0.2243436754176611,41.0,3.0,0,12.02,6.0,0.2923728813559322,0.6269313539096315,0.05,9.0,0.3345584725536993,Marvis Edwin,203.0,94.0,Foley,foleyma01,37.0,5.0,-0.98,0.2243436754176611,-0.98,0.2923728813559322,0.6269313539096315,0.3345584725536993,5.0,0
8053,0.11999999999999998,0.11999999999999998,0.1471286188894162,0.11999999999999998,0.0,0,0.11999999999999998,0.0,0.15195847097687584,0.333258898124479,0.11999999999999998,0.0,0.1813004271476032,George Allen,415.0,3.0999999999999988,Frazier,frazige01,0.11999999999999998,12.0,0.1,0.1471286188894162,0.1,0.15195847097687584,0.333258898124479,0.1813004271476032,12.0,0
8055,183.01,27.040000000000006,0.28308635666836995,130.01,27.0,0,36.02,11.0,0.3089149965445749,0.6801847972599555,203.0,24.0,0.3712698007153806,Damaso Domingo,1032.0,1108.0,Garcia,garcida01,490.0,11.0,7.08,0.28308635666836995,7.08,0.3089149965445749,0.6801847972599555,0.3712698007153806,11.0,0
8059,267.01,29.02,0.3000741839762611,609.01,32.0,1,215.01,115.0,0.3699650016950513,0.8499501648997991,97.02,73.0,0.4799851632047478,Pedro,1536.0,1618.0,Guerrero,guerrpe01,730.0,16.0,34.27,0.3000741839762611,34.27,0.3699650016950513,0.8499501648997991,0.4799851632047478,16.0,1
8060,14.04,2.06,0.20004597701149426,45.03,2.0,0,5.05,4.0,0.2769456438650497,0.5535663335202221,2.06,2.0,0.27662068965517245,Bradley Lee,182.0,87.02,Gulden,guldebr01,45.02,7.0,-0.35,0.20004597701149426,-0.35,0.2769456438650497,0.5535663335202221,0.27662068965517245,7.0,0
8061,172.01999999999995,7.119999999999997,0.26569767441860465,385.0,21.0,0,71.01,31.0,0.3398558187435633,0.7216261675807727,14.07,38.0,0.3817703488372093,Ronald William,1192.0,914.0,Hassey,hassero01,348.0,16.0,14.74,0.26569767441860465,14.74,0.3398558187435633,0.7216261675807727,0.3817703488372093,16.0,0
8062,173.0,27.040000000000006,0.2518993352326685,278.0,22.0,0,86.00999999999998,24.0,0.29951584507042256,0.6665884946430721,54.02,32.0,0.3670726495726496,Michael Thomas,1325.0,1061.0,Heath,heathmi02,462.0,15.0,13.38,0.2518993352326685,13.38,0.29951584507042256,0.6665884946430721,0.3670726495726496,15.0,0
8063,169.0,8.04,0.2772041302621128,369.0,16.0,1,218.0,39.0,0.3399810066476733,0.8393402864994075,14.04,50.0,0.4993592798517342,James Robert,1020.0,1047.0,Horner,hornebo01,560.0,10.0,21.66,0.2772041302621128,21.66,0.3399810066476733,0.8393402864994075,0.4993592798517342,10.0,0
8064,214.0,22.040000000000006,0.2440891691060572,539.0,33.0,0,70.0,53.0,0.32779097387173395,0.6772798277334768,35.01,39.0,0.34948885386174283,Glenn Dee,1354.0,1084.0,Hubbard,hubbagl01,545.0,12.0,19.11,0.2440891691060572,19.11,0.32779097387173395,0.6772798277334768,0.34948885386174283,12.0,0
8065,125.01,16.03,0.2583673469387755,114.0,11.0,0,20.02,9.0,0.29221279876638395,0.6392046355010778,23.01,19.0,0.3469918367346938,Garth Ray,931.0,633.0,Iorg,iorgga01,251.0,9.0,3.56,0.2583673469387755,3.56,0.29221279876638395,0.6392046355010778,0.3469918367346938,9.0,0
8066,0.1,0.1,0.1935483870967741,0.1,0.0,0,0.1,0.0,0.19735599622285166,0.4193673814220925,0.1,0.0,0.22201138519924088,Robert Harvey,279.0,4.079999999999999,James,jamesbo01,0.1,10.0,0.17,0.1935483870967741,0.17,0.19735599622285166,0.4193673814220925,0.22201138519924088,10.0,0
8068,244.01,12.05,0.26370757180156656,365.0,16.0,1,113.01,86.0,0.3137618077421745,0.6994095281679628,6.079999999999999,39.0,0.38564772042578827,Terrance Edward,1491.0,1313.0,Kennedy,kennete02,474.01,14.0,21.48,0.26370757180156656,21.48,0.3137618077421745,0.6994095281679628,0.38564772042578827,14.0,1
8069,11.05,0.14,0.1247791106214008,18.05,2.0,0,2.129999999999999,0.0,0.15948293032705255,0.32110119190165604,0.14,1.0,0.16161826157460346,Michael James,416.0,60.02,LaCoss,lacosmi01,30.02,14.0,-0.72,0.1247791106214008,-0.72,0.15948293032705255,0.32110119190165604,0.16161826157460346,14.0,0
8070,332.01,40.01,0.2897457390332495,553.01,64.0,1,151.01,45.0,0.3427160688791787,0.7533140012625261,224.01,77.0,0.41059793238334735,Carney Ray,1862.0,2074.0,Lansford,lansfca01,1007.01,15.0,40.22,0.2897457390332495,40.22,0.3427160688791787,0.7533140012625261,0.41059793238334735,15.0,1
8071,101.01,37.01,0.2709624122263528,184.0,13.0,0,18.009999999999994,9.0,0.3249523809523809,0.6905285891308196,228.0,7.0,0.36557620817843867,Rudy Karl,749.0,656.0,Law,lawru01,379.0,7.0,9.19,0.2709624122263528,9.19,0.3249523809523809,0.6905285891308196,0.36557620817843867,7.0,0
8081,605.0,114.02,0.3063221042916474,1094.0,47.0,1,234.01,100.0,0.3690525444766239,0.8170516215416908,504.0,109.0,0.4479990770650669,Paul Leo,2683.0,3319.0,Molitor,molitpa01,1782.0,21.0,75.42,0.3063221042916474,75.42,0.3690525444766239,0.8170516215416908,0.4479990770650669,21.0,1
8082,214.01,14.07,0.27919886487666445,405.01,13.0,0,121.02,56.0,0.3351138722079933,0.7464258128323111,28.05,65.0,0.41131194062431786,Bobby Keith,1306.0,1279.01,Moreland,morelke01,511.01,13.0,3.26,0.27919886487666445,3.26,0.3351138722079933,0.7464258128323111,0.41131194062431786,13.0,0
8084,139.0,20.040000000000006,0.2459167241775937,747.0,19.0,0,166.01,39.0,0.3557580457541683,0.7574396652618747,100.02,45.0,0.4016816195077064,Dwayne Keith,1360.0,1069.0,Murphy,murphdw01,648.0,12.0,33.16,0.2459167241775937,33.16,0.3557580457541683,0.7574396652618747,0.4016816195077064,12.0,0
8085,52.03,3.08,0.24841151385927504,86.01,1.0,0,11.04,19.0,0.31009389443900737,0.655850824076534,5.069999999999999,7.0,0.34575692963752663,Steven Richard,358.0,233.01,Nicosia,nicosst01,86.02000000000002,10.0,1.16,0.24841151385927504,1.16,0.31009389443900737,0.655850824076534,0.34575692963752663,10.0,0
8086,12.03,3.049999999999999,0.2214918414918415,21.030000000000005,0.0,0,0.06000000000000001,0.0,0.255599850230161,0.5197723444026552,4.049999999999999,4.0,0.2641724941724942,Nelson Augusto,198.0,95.02,Norman,normane01,42.02,6.0,-0.67,0.2214918414918415,-0.67,0.255599850230161,0.5197723444026552,0.2641724941724942,6.0,0
8088,190.02,33.03999999999999,0.26530849549121976,369.02,4.0,0,42.03999999999999,93.0,0.3231520452880568,0.6791629612823614,40.03,27.0,0.3560109159943046,Ronald John,1276.0,1118.01,Oester,oestero01,458.01,13.0,10.87,0.26530849549121976,10.87,0.3231520452880568,0.6791629612823614,0.3560109159943046,13.0,0
8089,0.05,2.04,0.2325,11.03,0.0,0,1.04,2.0,0.3587945695957034,0.7207588553099891,0.05,0.0,0.3619642857142857,Karl Douglas,48.0,13.02,Pagel,pagelka01,7.02,5.0,0.16,0.2325,0.16,0.3587945695957034,0.7207588553099891,0.3619642857142857,5.0,0
8091,62.01,8.04,0.27091633466135456,80.0,4.0,0,8.03,23.0,0.3131462333825701,0.6654808947371518,9.03,15.0,0.35233466135458164,Broderick Phillip,516.0,340.0,Perkins,perkibr01,127.0,7.0,-0.09,0.27091633466135456,-0.09,0.3131462333825701,0.6654808947371518,0.35233466135458164,7.0,0
8093,78.01,17.01,0.2588105726872247,144.0,7.0,0,17.0,6.0,0.3141122913505311,0.6626970931126457,43.0,10.0,0.3485848017621145,Hosken,594.0,470.0,Powell,powelho01,241.0,6.0,1.48,0.2588105726872247,1.48,0.3141122913505311,0.6626970931126457,0.3485848017621145,6.0,0
8094,7.02,1.05,0.18969827586206892,22.02,1.0,0,4.0299999999999985,2.0,0.2618154831653777,0.5429361728205502,0.06000000000000001,1.0,0.2811206896551724,Roberto,103.0,44.01,Ramos,ramosbo01,20.01,6.0,0.09,0.18969827586206892,0.09,0.2618154831653777,0.5429361728205502,0.2811206896551724,6.0,0
8095,34.03,2.11,0.2403384867542656,92.02,7.0,0,8.069999999999999,5.0,0.3020309891529576,0.599882758473682,6.089999999999997,7.0,0.29785176932072444,Domingo Antonio,507.0,261.01,Ramos,ramosdo01,109.02,12.0,-1.75,0.2403384867542656,-1.75,0.3020309891529576,0.599882758473682,0.29785176932072444,12.0,0
8096,26.01,6.049999999999999,0.2404580152671756,48.02,2.0,0,2.06,8.0,0.28487997902314605,0.5816865947992275,14.05,3.0,0.2968066157760814,Michael Jeffrey,394.0,189.0,Ramsey,ramsemi01,81.0,8.0,-1.21,0.2404580152671756,-1.21,0.28487997902314605,0.5816865947992275,0.2968066157760814,8.0,0
8098,83.0,16.02,0.2652838427947598,148.0,2.0,0,62.01,26.0,0.3183183183183183,0.7479416807637331,2.0599999999999987,16.0,0.4296233624454148,David Allen,557.0,486.0,Revering,reverda01,205.0,8.0,5.09,0.2652838427947598,5.09,0.3183183183183183,0.7479416807637331,0.4296233624454148,8.0,0
8102,127.0,9.05,0.2718600953895072,195.01,28.0,0,46.01,8.0,0.3285065972234798,0.7128984891153717,98.01,22.0,0.3843918918918919,William Amos,826.0,684.0,Sample,samplbi01,371.0,9.0,10.45,0.2718600953895072,10.45,0.3285065972234798,0.7128984891153717,0.3843918918918919,9.0,0
8103,0.05,0.05,0.05768164170826401,0.05,0.0,0,0.05,0.0,0.06028761061946902,0.13460818743588612,0.05,0.0,0.0743205768164171,Kevin Andrew,139.0,1.04,Saucier,saucike01,0.05,5.0,-0.06,0.05768164170826401,-0.06,0.06028761061946902,0.13460818743588612,0.0743205768164171,5.0,0
8107,273.01,58.04999999999999,0.28781624758220503,623.0,92.0,1,98.04,19.0,0.3714398920923959,0.7914089443167672,370.01,46.0,0.4199690522243713,Lonnie,1613.0,1488.01,Smith,smithlo01,909.0,19.0,38.42,0.28781624758220503,38.42,0.3714398920923959,0.7914089443167672,0.4199690522243713,19.0,1
8108,402.0,69.0,0.2618135376756067,1072.0,33.0,1,28.070000000000004,79.0,0.33746686861037484,0.6657139950471564,580.0,63.0,0.3282471264367816,Osborne Earl,2573.0,2460.0,Smith,smithoz01,1257.0,19.0,76.45,0.2618135376756067,76.45,0.33746686861037484,0.6657139950471564,0.3282471264367816,19.0,1
8110,34.03,1.14,0.23704938271604936,81.02,3.0,0,18.06,8.0,0.30567429292817433,0.6544397250269398,1.14,9.0,0.3487654320987654,William Harry,563.0,192.01,Spilman,spilmha01,96.01,15.0,-0.41,0.23704938271604936,-0.41,0.30567429292817433,0.6544397250269398,0.3487654320987654,15.0,0
8111,10.02,2.05,0.2062748039123777,31.01,2.0,0,8.02,0.0,0.2773514088846563,0.6029349843979215,5.0299999999999985,4.0,0.3255835755132652,David William,172.0,66.00999999999999,Stegman,stegmda01,39.01000000000001,6.0,-0.13,0.2062748039123777,-0.13,0.2773514088846563,0.6029349843979215,0.3255835755132652,6.0,0
8112,1.1800000000000002,1.1800000000000002,0.1985926505082096,3.1699999999999964,0.0,0,0.19000000000000006,0.0,0.2453524756120008,0.5242813262765825,0.19000000000000006,0.0,0.2789288506645818,David Keith,523.0,10.159999999999997,Stewart,stewada01,5.1699999999999955,19.0,0.75,0.1985926505082096,0.75,0.2453524756120008,0.5242813262765825,0.2789288506645818,19.0,0
8115,52.0,9.04,0.2615868028279654,97.0,2.0,0,5.059999999999999,10.0,0.31213872832369943,0.6407011792270773,17.050000000000004,12.0,0.3285624509033778,Vernon Scot,626.0,333.0,Thompson,thompsc01,132.0,9.0,-5.51,0.2615868028279654,-5.51,0.31213872832369943,0.6407011792270773,0.3285624509033778,9.0,0
8116,117.02,10.089999999999998,0.24855967078189303,205.02,19.0,0,23.070000000000004,30.0,0.309653630114958,0.6431556877281267,19.100000000000005,20.0,0.3335020576131687,Alejandro,939.0,604.0,Trevino,trevial01,245.03,16.0,8.01,0.24855967078189303,8.01,0.309653630114958,0.6431556877281267,0.3335020576131687,16.0,0
8117,199.0,45.0,0.2624315964787057,452.0,23.0,0,123.0,50.0,0.3353166170845729,0.7543030553429597,88.0,28.0,0.4189864382583869,Willie Clay,1264.0,1103.0,Upshaw,upshawi01,596.0,10.0,12.98,0.2624315964787057,12.98,0.3353166170845729,0.7543030553429597,0.4189864382583869,10.0,0
8126,49.0,2.0599999999999987,0.2214891611687088,130.01,5.0,0,19.02,3.0,0.3065508985012552,0.6318854885106802,3.049999999999999,11.0,0.32533459000942505,Gary Martin,416.0,235.0,Allenson,allenga01,114.0,7.0,1.34,0.2214891611687088,1.34,0.3065508985012552,0.6318854885106802,0.32533459000942505,7.0,0
8129,177.01,30.02,0.2621621621621621,428.01,17.0,0,75.01,22.0,0.3385183289035193,0.7255669775521679,113.01,35.0,0.38704864864864863,Antonio,1071.0,970.0,Bernazard,bernato01,523.01,12.0,13.05,0.2621621621621621,13.05,0.3385183289035193,0.7255669775521679,0.38704864864864863,12.0,0
8131,175.0,40.01,0.2457956015523933,281.0,14.0,0,71.0,12.0,0.29649916646820673,0.6633866179559169,86.01,39.0,0.36688745148771024,Thomas Dale,1336.0,950.0,Brookens,brookto01,477.0,12.0,11.61,0.2457956015523933,11.61,0.29649916646820673,0.6633866179559169,0.36688745148771024,12.0,0
8132,38.01,12.03,0.24511354737666405,94.0,0.0,0,26.040000000000006,6.0,0.2945079594790159,0.6494022429559151,110.01,11.0,0.35489428347689894,Rogers Lee,502.0,313.01,Brown,brownbo04,183.0,8.0,2.03,0.24511354737666405,2.03,0.2945079594790159,0.6494022429559151,0.35489428347689894,8.0,0
8134,86.0,34.01,0.2784482758620689,177.0,5.0,0,41.01,8.0,0.32922465208747514,0.7270910313978199,22.01,13.0,0.3978663793103448,John Anthony,666.0,646.0,Castino,castijo01,293.0,6.0,15.11,0.2784482758620689,15.11,0.32922465208747514,0.7270910313978199,0.3978663793103448,6.0,0
8139,34.0,7.02,0.2388831437435367,55.01000000000001,3.0,0,19.01,0.0,0.28086218792820283,0.6284009676593301,4.0299999999999985,4.0,0.34753877973112723,Robert Cale,396.0,231.0,Clark,clarkbo04,97.0,7.0,-1.0,0.2388831437435367,-1.0,0.28086218792820283,0.6284009676593301,0.34753877973112723,7.0,0
