,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,firstName,games,hits,lastName,player_id,runs,seasons,WAR
122,4.0,1.0,0.32941176470588235,1.0,0.01,N,0.01,0.01,0.3372471518251569,0.7376000930016275,0.01,0.01,0.4003529411764706,Francis,19.0,28.0,McCarton,mccarfr01,17.0,1.0,0.15
123,3.01,1.01,0.2425757575757576,0.02,0.02,N,0.02,0.02,0.24296094459582204,0.5626579142927918,0.02,0.02,0.3196969696969697,Daniel,16.0,16.01,McDonald,mcdonja01,9.01,2.0,-0.28
124,1.02,0.03,0.1388888888888889,0.03,0.03,N,0.03,0.03,0.13932833749653065,0.2890505597187528,0.03,0.03,0.1497222222222222,Joseph Wick,29.0,15.0,Miller,millejo01,5.01,3.0,-0.59
125,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,Martin,1.0,0.01,Mullen,mulle01,1.0,1.0,-0.07
126,33.0,7.04,0.26116207951070336,60.01,0.08,N,5.039999999999999,0.08,0.2873399128111045,0.5865448057774654,38.04999999999999,0.08,0.2992048929663608,Timothy Hayes,384.0,427.0,Murnane,murnati01,338.0,8.0,1.97
127,90.02,26.05,0.2528870673952641,352.02,27.09,N,3.119999999999999,0.15,0.3299848091341206,0.6288585189094698,68.08,0.15,0.2988737097753491,John W.,817.0,833.01,Nelson,nelsoca01,648.01,15.0,15.92
128,465.01,151.01,0.3107583774250441,510.01,36.15,N,62.05,0.23000000000000007,0.3523392539709371,0.7751705296911018,224.10999999999996,0.23000000000000007,0.42283127572016466,James Henry,1999.0,2643.0,O'Rourke,orourji01,1729.0,23.0,0.0
129,0.02,0.02,0.23076923076923078,0.02,0.02,N,0.02,0.02,0.23277182235834612,0.47277182235834614,0.02,0.02,0.24000000000000002,Robert,3.0,3.0,Reach,reachbo01,2.0,2.0,-0.12
130,69.0,39.01,0.24404761904761904,71.00999999999999,0.09999999999999999,N,8.059999999999999,0.10999999999999999,0.2662201533496752,0.5830568880435527,14.069999999999999,0.10999999999999999,0.3168367346938775,John Jay,578.0,574.0,Remsen,remseja01,366.0,11.0,4.17
131,0.01,0.01,0.2,1.0,0.01,N,0.01,0.01,0.22598323662153447,0.4279832366215345,0.01,0.01,0.20199999999999999,Alfred Valentine,7.0,6.0,Robinson,robinva01,6.0,1.0,-0.19
132,8.0,1.01,0.2761904761904762,1.01,0.02,N,1.01,0.02,0.27969675432362,0.6180300876569533,2.01,0.02,0.3383333333333333,Fraley W.,46.0,58.0,Rogers,rogerfr01,40.0,2.0,0.38
133,2.0,2.0,0.2616822429906542,0.01,0.01,N,0.01,0.01,0.2617957581986359,0.5798331413762059,0.01,0.01,0.3180373831775701,James C. A.,26.0,28.0,Snyder,snydeji01,16.0,1.0,0.37
134,2.0,0.01,0.16216216216216217,1.0,0.01,N,0.01,0.01,0.1843766438716465,0.40194421143921405,0.01,0.01,0.21756756756756754,Joshua M.,9.0,6.0,Snyder,snydejo01,2.0,1.0,-0.2
135,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,,1.0,0.01,Spencer,spenc01,1.0,1.0,-0.13
136,0.01,0.01,0.09523809523809523,0.01,0.01,N,0.01,0.01,0.09605325725154537,0.19414849534678347,0.01,0.01,0.09809523809523808,Seymour L.,5.0,2.0,Studley,studlse01,3.0,1.0,-0.42
137,0.02,0.02,0.1875,2.01,0.02,N,0.02,0.02,0.21241483724451174,0.4017898372445117,0.02,0.02,0.189375,John Martin,16.0,12.0,Swandell,swandma01,8.0,2.0,-0.19
138,2.0,2.0,0.2948717948717949,0.01,0.01,N,0.01,0.01,0.2950147379213123,0.6671942251007994,2.0,0.01,0.3721794871794872,Albert,18.0,23.0,Thake,thakeal01,14.0,1.0,-0.06
139,14.0,1.02,0.24786324786324787,2.01,0.03,N,0.03,0.03,0.2511115365796584,0.5334405964087182,1.02,0.03,0.2823290598290598,James,110.0,116.0,Tipper,tippeji01,69.0,3.0,-0.82
140,1.0,0.01,0.2,0.01,0.01,N,0.01,0.01,0.2027833001988072,0.6127833001988072,0.01,0.01,0.41,Herbert,1.0,1.0,Worth,worthhe01,1.0,1.0,-0.02
141,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,William Suter,1.0,0.01,Yeatman,yeatmbi01,0.01,1.0,-0.1
142,0.01,0.01,0.00125,0.01,0.01,N,0.01,0.01,0.0037359900373599006,0.012485990037359902,0.01,0.01,0.00875,Edward,2.0,0.01,Atkinson,atkined01,2.0,1.0,-0.13
143,3.0,3.0,0.24752475247524752,0.01,0.01,N,0.01,0.01,0.2476492131050183,0.5845799061743253,0.01,0.01,0.33693069306930695,Henry C.,23.0,25.0,Austin,austihe01,10.0,1.0,-0.17
144,0.01,0.01,0.14457831325301204,3.0,0.01,N,0.01,0.01,0.17449430365031385,0.31979550846959093,1.0,0.01,0.14530120481927708,Michael,21.0,12.0,Campbell,campbmi02,9.0,1.0,0.0
145,1.01,0.02,0.21176470588235294,0.02,0.02,N,0.02,0.02,0.21208558664472138,0.4369091160564861,0.02,0.02,0.2248235294117647,Frederick William Hotchkiss,22.0,18.0,Crane,cranefr01,7.01,2.0,0.14
146,1.01,0.02,0.25157232704402516,1.01,0.02,N,0.02,0.02,0.2563573883161512,0.5149108474356481,0.02,0.02,0.25855345911949684,John Louis,36.0,40.0,Donnelly,donnejo01,17.0,2.0,0.0
147,0.01,0.01,0.0033333333333333335,0.01,0.01,N,0.01,0.01,0.009900990099009903,0.03323432343234324,0.01,0.01,0.023333333333333334,Frederick,1.0,0.01,Ehlen,eland01,0.01,1.0,-0.04
148,6.0,0.03,0.19736842105263158,4.01,0.02,N,0.03,0.03,0.21128156511247093,0.4356236703756289,0.03,0.03,0.22434210526315793,John Jacob,55.0,45.0,Farrow,farrojo01,25.0,3.0,-0.4
149,122.04,55.03999999999999,0.22687122493355882,162.04000000000002,13.11,N,7.119999999999997,0.17,0.25824927219121435,0.5463623429812602,37.129999999999995,0.17,0.28811307079004583,John Joseph,1071.0,939.02,Gerhardt,gerhajo01,493.02,17.0,6.84
150,1.0,0.01,0.21428571428571427,0.01,0.01,N,0.01,0.01,0.21525302922309336,0.5045387435088076,0.01,0.01,0.28928571428571426,Michael H.,3.0,3.0,Hooper,hoopemi01,3.0,1.0,-0.04
151,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,Thomas Pearce,1.0,0.01,Johns,johnsto01,0.01,1.0,-0.12
152,0.02,0.02,0.36363636363636365,0.02,0.02,N,0.02,0.02,0.3652802893309222,0.7398257438763767,0.02,0.02,0.37454545454545446,Levin Thomas,3.0,4.0,Jones,jones01,0.02,2.0,0.08
153,0.01,0.01,0.375,0.01,0.01,N,0.01,0.01,0.37608966376089664,0.7585896637608966,0.01,0.01,0.38249999999999995,Joseph,2.0,3.0,Kernan,kernajo01,1.0,1.0,0.02
154,8.02,0.05,0.2534562211981567,10.02,0.05,N,0.05,0.05,0.2703548590471044,0.5428663797844315,0.05,0.05,0.2725115207373272,Henry,105.0,110.0,Kessler,kesslhe01,51.019999999999996,5.0,-0.46
155,0.01,0.01,0.24,0.01,0.01,N,0.01,0.01,0.24025584649210477,0.4814558464921047,0.01,0.01,0.24119999999999997,Benjamin,12.0,12.0,Laughlin,laughbe01,3.0,1.0,-0.24
156,172.01999999999998,37.03,0.2632507122507122,181.01999999999998,3.12,N,14.07,0.12999999999999998,0.2999645396790164,0.6453491550636317,30.099999999999998,0.12999999999999998,0.34538461538461535,John E.,834.0,924.01,Manning,mannija01,563.01,13.0,7.17
157,1.0,2.0,0.20754716981132076,0.01,0.01,N,0.01,0.01,0.20780690175372432,0.5102597319424036,0.01,0.01,0.30245283018867924,Alexander Brown,13.0,11.0,Nevin,nevinal01,7.0,1.0,-0.27
158,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,George J.,1.0,0.01,Popplein,popplge01,0.01,1.0,-0.05
159,44.019999999999996,8.040000000000001,0.23163841807909605,35.03,0.08,N,5.04,0.08,0.2527958938619829,0.5451445621428546,0.08,0.08,0.29234866828087164,Louis I.,298.0,287.0,Say,saylo01,181.0,8.0,-1.21
160,0.01,0.01,0.0009090909090909091,0.01,0.01,N,0.01,0.01,0.0027198549410698096,0.009083491304706173,0.01,0.01,0.006363636363636364,John,3.0,0.01,Sheppard,sheppjo01,1.0,1.0,-0.16
161,0.01,0.01,0.13333333333333333,0.01,0.01,N,0.01,0.01,0.134397870924817,0.27173120425815034,0.01,0.01,0.1373333333333333,Martin,4.0,2.0,Simpson,simpsma01,4.0,1.0,-0.06
162,0.01,0.01,0.17391304347826086,0.01,0.01,N,0.01,0.01,0.1745549283543204,0.3510766674847552,0.01,0.01,0.17652173913043476,William J.,6.0,4.0,Smith,smithbi01,2.0,1.0,-0.22
163,1.02,0.03,0.1397674418604651,1.02,0.03,N,0.03,0.03,0.16016333938294008,0.3271400835689866,0.03,0.03,0.1669767441860465,John,12.0,6.01,Smith,smithjo01,3.01,3.0,-0.62
164,124.01,41.059999999999995,0.23463227222832053,83.01,10.1,N,9.109999999999998,0.18000000000000002,0.2536891704951984,0.5523884021088097,33.12,0.18000000000000002,0.29869923161361134,Charles N.,930.0,855.0,Snyder,snydepo01,433.0,18.0,7.46
165,0.01,0.01,0.25,0.01,0.01,N,0.01,0.01,0.25310173697270477,0.5181017369727048,0.01,0.01,0.265,Howard Cornelius,1.0,1.0,Wall,wallho01,1.0,1.0,0.05
166,1.01,0.02,0.15448529411764708,0.02,0.02,N,0.02,0.02,0.15471115684256942,0.31735821566609884,0.02,0.02,0.16264705882352942,James,35.0,21.01,Woodhead,woodhre01,5.0,2.0,-1.32
167,0.01,0.01,0.23809523809523808,2.0,0.01,N,0.01,0.01,0.2728305315765561,0.5123543411003656,0.01,0.01,0.2395238095238095,Favel Parry,12.0,10.0,Wordsworth,wordsfa01,5.0,1.0,-0.09
168,5.029999999999999,2.039999999999999,0.1713707165109034,5.01,0.04,N,0.05,0.05,0.1841766329346826,0.38439470147050814,2.039999999999999,0.05,0.20021806853582558,William Harrison,83.0,55.01,Barnie,barnibi01,32.01,5.0,-2.66
169,0.01,0.01,0.25,0.01,0.01,N,0.01,0.01,0.25310173697270477,0.5181017369727048,0.01,0.01,0.265,Frederick Stanley,1.0,1.0,Boardman,boardfr01,0.01,1.0,-0.01
170,50.019999999999996,20.02,0.26059605911330047,94.02,9.04,N,4.05,0.07,0.29631105464739604,0.6072568674552778,22.04,0.07,0.31094581280788175,Stephen A.,490.0,529.01,Brady,bradyst01,313.01,7.0,3.19
171,0.01,0.01,0.0011111111111111111,0.01,0.01,N,0.01,0.01,0.0033222591362126247,0.011100036913990403,0.01,0.01,0.007777777777777778,Robert,2.0,0.01,Brown,brown01,0.01,1.0,-0.2
172,0.01,0.01,0.0033333333333333335,0.01,0.01,N,0.01,0.01,0.009900990099009903,0.03323432343234324,0.01,0.01,0.023333333333333334,Lewis Adolph,1.0,0.01,Carl,carlle01,0.01,1.0,-0.11
173,16.0,5.01,0.24603174603174602,6.0,0.03,N,0.03,0.03,0.25493079245578953,0.5527680940430911,6.01,0.03,0.2978373015873016,John Curtis,113.0,124.0,Chapman,chapmja01,64.0,3.0,0.9
174,2.0,0.02,0.125,0.02,0.02,N,0.02,0.02,0.12581128307538686,0.30331128307538685,1.01,0.02,0.1775,Daniel Thomas,10.0,5.0,Collins,collida01,4.0,2.0,-0.4
175,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,Terence G.,1.0,0.01,Connell,connete01,0.01,1.0,-0.13
176,0.01,0.01,0.38461538461538464,1.0,0.01,N,0.01,0.01,0.42867332382310985,0.817904093053879,0.01,0.01,0.3892307692307692,John,3.0,5.0,Farrell,farreja01,3.0,1.0,0.12
177,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,,1.0,0.01,Gavern,gaver01,1.0,1.0,0.02
178,1.01,0.02,0.20454545454545456,1.01,0.02,N,0.02,0.02,0.22264150943396224,0.4524142367066895,0.02,0.02,0.22977272727272727,Henry Engard,10.0,9.0,Gilroy,gilro01,4.01,2.0,-0.08
179,4.0,1.02,0.17870722433460076,2.01,0.03,N,0.03,0.03,0.18500773380616445,0.38702294293163975,1.02,0.03,0.2020152091254753,Jacob Augustus,71.0,47.0,Knowdell,knowdja01,27.0,3.0,-0.72
180,0.01,0.01,0.25,0.01,0.01,N,0.01,0.01,0.25310173697270477,0.5181017369727048,0.01,0.01,0.265,Michael,1.0,1.0,Ledwith,ledwimi01,1.0,1.0,0.01
181,6.0,1.02,0.1688888888888889,1.02,0.03,N,0.03,0.03,0.1727264685067233,0.37774869072894557,0.03,0.03,0.20502222222222224,Patrick,59.0,38.0,McGee,mcgeepa01,11.0,3.0,-1.09
182,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,Frank,1.0,0.01,McKenna,mckenfr01,0.01,1.0,-0.08
183,2.01,0.02,0.18695652173913044,1.01,0.02,N,0.02,0.02,0.19056481281107984,0.38669524759368856,2.01,0.02,0.1961304347826087,Thomas P.,60.0,43.0,Miller,milleto01,19.0,2.0,0.33
184,0.01,0.01,0.0033333333333333335,0.01,0.01,N,0.01,0.01,0.009900990099009903,0.03323432343234324,0.01,0.01,0.023333333333333334,Michael,1.0,0.01,O'Neil,oneal01,0.01,1.0,0.0
185,0.01,0.01,0.25,0.01,0.01,N,0.01,0.01,0.25310173697270477,0.5181017369727048,0.01,0.01,0.265,,1.0,1.0,Quinlan,quinl01,0.01,1.0,0.0
186,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,Hugh A.,1.0,0.01,Reid,reedhu01,0.01,1.0,-0.07
187,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,Henry,1.0,0.01,Reville,revilhe01,0.01,1.0,-0.07
188,164.02999999999997,53.03,0.28153153153153154,227.03,5.12,N,11.089999999999998,0.15,0.32559522236609145,0.6925321593030284,34.12,0.15,0.3669369369369369,George W.,871.0,1000.0,Shafer,shaffor01,601.0,15.0,19.24
189,4.02,2.0199999999999996,0.19483766233766234,6.02,0.03,N,0.03,0.03,0.2103285787060622,0.43162728000476347,0.03,0.03,0.2212987012987013,William B.,77.0,60.01,Smiley,smilebi01,33.010000000000005,3.0,-1.45
190,0.01,0.01,1.0,0.01,0.01,N,0.01,0.01,0.9902912621359223,2.0502912621359224,0.01,0.01,1.06,Charles M.,1.0,1.0,Snow,snowch01,0.01,1.0,-0.03
191,0.01,0.01,0.25,0.01,0.01,N,0.01,0.01,0.25026025400791174,0.5015102540079117,0.01,0.01,0.25125,Zachary Hamner,13.0,12.0,Taylor,tayloza01,3.0,1.0,-0.16
192,1.01,0.02,0.2053846153846154,1.01,0.02,N,0.02,0.02,0.22571785268414477,0.4595640065302986,0.02,0.02,0.23384615384615381,William O.,10.0,8.01,West,westbi01,4.01,2.0,-0.04
193,0.01,0.01,0.002,0.01,0.01,N,0.01,0.01,0.005964214711729623,0.019964214711729624,0.01,0.01,0.014000000000000002,,1.0,0.01,Wood,wood01,0.01,1.0,-0.1
194,0.02,0.02,0.22448979591836735,0.02,0.02,N,0.02,0.02,0.2250305748063595,0.45196935031656355,1.01,0.02,0.22693877551020405,John W.,12.0,11.0,Abadie,abadijo01,4.0,2.0,-0.06
195,0.01,0.01,0.1527777777777778,0.01,0.01,N,0.01,0.01,0.15299180896848533,0.30660292007959644,1.0,0.01,0.1536111111111111,John V.,19.0,11.0,Bancker,banckst01,3.0,1.0,-0.19
196,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,,1.0,0.01,Boland,bolan01,0.01,1.0,-0.05
197,0.01,0.01,0.005,0.01,0.01,N,0.01,0.01,0.014778325123152714,0.049778325123152715,0.01,0.01,0.035,,1.0,0.01,Booth,booth01,0.01,1.0,-0.03
198,64.04,38.03,0.22941541186891054,40.03,0.10999999999999999,N,3.109999999999999,0.12999999999999998,0.24286093452901525,0.5384543800560303,5.109999999999998,0.12999999999999998,0.29559344552701505,George Washington,567.0,518.02,Bradley,bradlge01,272.03,13.0,1.54
199,0.01,1.0,0.25,0.01,0.01,N,0.01,0.01,0.25310173697270477,1.0131017369727047,0.01,0.01,0.7599999999999999,Michael T.,1.0,1.0,Brady,brady01,1.0,1.0,0.05
200,58.019999999999996,13.069999999999999,0.21443471005423445,124.02,6.07,N,2.1099999999999994,0.12999999999999998,0.2548610726410839,0.5070471385568118,39.08,0.12999999999999998,0.252186065915728,Albert John,672.0,514.0,Bushong,bushodo01,287.01,13.0,3.93
201,0.02,0.02,0.11475409836065574,0.02,0.02,N,0.02,0.02,0.11529642974123809,0.23201774121664792,0.02,0.02,0.11672131147540982,John C.,17.0,7.0,Carbine,carbijo01,3.01,2.0,-0.37
202,5.01,1.01,0.22413793103448276,2.01,0.02,N,0.02,0.02,0.23084810937833797,0.48554638524040694,1.01,0.02,0.254698275862069,William K.,58.0,52.0,Coon,coonwi01,31.0,2.0,-0.89
203,14.0,2.0199999999999996,0.195357833655706,6.01,0.03,N,0.03,0.03,0.20463800256179865,0.43506353447669227,5.02,0.03,0.23042553191489362,Arthur F.,133.0,101.0,Croft,croftar01,50.0,3.0,-1.44
204,83.00999999999999,22.03,0.2625182304326689,102.0,0.09,N,8.06,0.09,0.29737678192647204,0.6334244241238468,0.09,0.09,0.33604764219737476,William Michael,521.0,540.0,Crowley,crowlbi01,263.0,9.0,4.66
205,5.01,4.01,0.17796610169491525,0.02,0.02,N,0.02,0.02,0.1782144672200576,0.4671127723048034,3.01,0.02,0.2888983050847458,John J.,29.0,21.0,Dailey,dailejo01,19.0,2.0,-0.58
206,0.01,0.01,0.01,0.01,0.01,N,0.01,0.01,0.029126213592233007,0.09912621359223302,0.01,0.01,0.07,John,1.0,0.01,Dillon,dillojo01,0.01,1.0,-0.01
207,1.0,0.01,0.23076923076923078,0.01,0.01,N,0.01,0.01,0.23177283192632384,0.5433112934647853,0.01,0.01,0.31153846153846154,Patrick Henry,3.0,3.0,Dillon,dillopa01,1.0,1.0,0.07
208,0.01,0.01,0.5,0.01,0.01,N,0.01,0.01,0.5012406947890818,1.0162406947890816,0.01,0.01,0.5149999999999999,Lester Carrington,1.0,2.0,Dole,dolele01,1.0,1.0,0.06
209,12.04,0.060000000000000005,0.21767967145790557,19.03,0.060000000000000005,N,0.060000000000000005,0.060000000000000005,0.2471599328262373,0.4901784133190505,1.05,0.060000000000000005,0.2430184804928132,Joseph J.,116.0,106.01,Ellick,ellicjo01,77.01,6.0,-1.64
210,0.01,0.01,0.5,0.01,0.01,N,0.01,0.01,0.5012406947890818,1.0162406947890816,0.01,0.01,0.5149999999999999,,1.0,2.0,Evans,evans01,1.0,1.0,0.06
211,0.03,0.03,0.14658536585365853,1.02,0.03,N,0.03,0.03,0.16777566539923952,0.3187512751553371,1.02,0.03,0.15097560975609756,Samuel Jay,12.0,6.01,Field,fieldsa01,4.01,3.0,-0.18
212,129.01,34.05,0.23583934088568487,54.0,1.1,N,21.05,0.12999999999999998,0.25001431829743653,0.5751979777550404,12.079999999999998,0.12999999999999998,0.32518365945760386,Frank Sylvester,760.0,687.0,Flint,flintsi01,380.0,13.0,7.67
213,23.01,10.02,0.22810590631364563,20.02,0.07,N,0.07,0.07,0.24356390197174102,0.5157227614422094,0.07,0.07,0.2721588594704684,William Brown,253.0,224.0,Foley,foleywi01,112.02000000000001,7.0,0.3
214,0.01,0.01,0.5,0.01,0.01,N,0.01,0.01,0.5012406947890818,1.0162406947890816,0.01,0.01,0.5149999999999999,Washington Fayette,1.0,2.0,Fulmer,fulmewa01,1.0,1.0,0.06
215,0.01,0.01,0.25,0.01,0.01,N,0.01,0.01,0.2515566625155666,0.5090566625155666,0.01,0.01,0.25749999999999995,Hugh J.,2.0,2.0,Gilgan,gilgahu01,2.0,1.0,0.02
216,0.01,0.01,0.25,0.01,0.01,N,0.01,0.01,0.2510390689941812,0.5060390689941812,0.01,0.01,0.25499999999999995,Thomas,3.0,3.0,Gilmore,gilmoji01,2.0,1.0,-0.08
217,33.019999999999996,10.04,0.22573099415204678,26.009999999999998,0.07,N,3.0599999999999996,0.08,0.24862681011394067,0.5471999095291453,0.08,0.08,0.29857309941520466,Fredrick Ernest,218.0,193.0,Goldsmith,goldsfr01,128.01,8.0,-1.22
218,23.0,2.0300000000000002,0.23746081504702193,19.0,0.05,N,2.0299999999999994,0.05,0.248668056520732,0.5121084953922054,3.039999999999999,0.05,0.26344043887147334,William L.,301.0,303.0,Hague,haguebi01,134.0,5.0,1.5
219,47.02,16.02,0.24701986754966887,80.02000000000001,0.09,N,2.08,0.09,0.2849390013834738,0.5884489351583082,2.0799999999999983,0.09,0.30350993377483443,William Albert,378.0,373.0,Harbridge,harbibi01,200.0,9.0,2.05
220,1.0,0.01,0.5,0.01,0.01,N,0.01,0.01,0.5012406947890818,1.2637406947890817,0.01,0.01,0.7625,Washington Ritter,1.0,2.0,Harrison,harriri01,0.01,1.0,-0.02
221,3.01,0.02,0.2803738317757009,3.01,0.01,N,0.02,0.02,0.3000727008360596,0.6095119531725082,5.01,0.02,0.3094392523364486,Charles A.,26.0,30.0,Hautz,hautzch01,5.01,2.0,0.47
222,0.01,0.01,0.25,0.01,0.01,N,0.01,0.01,0.25310173697270477,0.5181017369727048,0.01,0.01,0.265,,1.0,1.0,Hellings,helli01,0.01,1.0,0.01
223,61.019999999999996,36.03,0.24019088016967127,177.01,21.03,N,22.03,0.10999999999999999,0.31237674831466056,0.6581720823549575,41.06,0.10999999999999999,0.3457953340402969,James W.,528.0,453.0,Keenan,keenaji01,255.0,11.0,9.84
224,0.01,0.01,0.13043478260869565,0.01,0.01,N,0.01,0.01,0.131133304385584,0.2641767826464535,0.01,0.01,0.13304347826086954,George Henry,6.0,3.0,Keerl,keerlge01,2.0,1.0,-0.16
225,93.0,37.019999999999996,0.24256993006993008,97.00999999999999,2.07,N,3.0599999999999996,0.09,0.2739980814102053,0.5935872422493661,2.0799999999999983,0.09,0.3195891608391608,Alonzo P.,545.0,555.0,Knight,knighlo01,391.0,9.0,0.67
226,35.0,17.02,0.246680642907058,35.019999999999996,3.05,N,0.060000000000000005,0.060000000000000005,0.2661915555464799,0.5612439664479474,6.049999999999999,0.060000000000000005,0.2950524109014675,George Warren,334.0,353.0,Latham,lathaju01,209.0,6.0,1.59
227,0.01,0.01,0.13636363636363635,1.0,0.01,N,0.01,0.01,0.17419635099913117,0.31328726009004026,0.01,0.01,0.13909090909090907,John D.,6.0,3.0,Lowry,lowryjo01,2.0,1.0,-0.32
228,0.03,0.03,0.18292682926829268,0.03,0.03,N,0.03,0.03,0.18345718114264828,0.36857913236216044,0.03,0.03,0.1851219512195122,Charles E.,21.0,15.0,Mason,masonch01,7.01,3.0,-0.42
229,0.02,0.02,0.14285714285714285,1.01,0.02,N,0.02,0.02,0.15524278676988038,0.2998142153413089,0.02,0.02,0.14457142857142857,William George,20.0,10.0,McCloskey,mcclobi01,1.01,2.0,-0.55
230,3.0199999999999996,2.01,0.242152466367713,0.03,0.03,N,0.03,0.03,0.2423237258505536,0.5164492863886702,1.02,0.03,0.2741255605381166,Timothy Stanislaus,54.0,54.0,McGinley,mcginti01,23.0,3.0,0.19
231,3.0,1.0,0.22872340425531915,5.0,0.01,N,0.01,0.01,0.24873070148171175,0.5042094248859671,3.0,0.01,0.2554787234042553,John Wellington,43.0,43.0,McKelvey,mckeljo01,26.0,1.0,-0.04
232,0.01,0.01,0.21875,0.01,0.01,N,0.01,0.01,0.2191695285669685,0.4397945285669685,2.0,0.01,0.220625,Alfred Tristram,8.0,7.0,Metcalfe,metcaal01,2.0,1.0,-0.1
233,4.0,0.01,0.22093023255813954,0.01,0.01,N,0.01,0.01,0.2210856677903057,0.48910892360425917,0.01,0.01,0.2680232558139535,Maurice,21.0,19.0,Moore,mooremo01,5.0,1.0,-0.11
234,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,Horatio Brinsmade,1.0,0.01,Munn,munnho01,0.01,1.0,-0.05
235,6.01,1.02,0.1712707182320442,2.0199999999999996,0.03,N,0.03,0.03,0.17592287409360582,0.36967978017095393,0.03,0.03,0.1937569060773481,Alfred Henry,95.0,62.0,Nichols,nichoal01,25.0,3.0,-0.85
236,0.01,0.01,0.07692307692307693,1.0,0.01,N,0.01,0.01,0.11139896373056993,0.19062973296133914,0.01,0.01,0.07923076923076922,Hugh,7.0,2.0,O'Neil,oneilj01,3.0,1.0,0.0
237,3.0,1.0,0.18518518518518517,1.0,0.01,N,0.01,0.01,0.19519629358693003,0.442480244204214,3.0,0.01,0.24728395061728398,Thomas,19.0,15.0,Oran,oranto01,7.0,1.0,-0.24
238,0.01,0.01,0.125,0.01,0.01,N,0.01,0.01,0.12702366127023662,0.2595236612702366,0.01,0.01,0.1325,,2.0,1.0,Quinn,quinnpa01,2.0,1.0,-0.13
239,11.0,0.03,0.2206405693950178,11.0,0.03,N,0.03,0.03,0.25005135930973094,0.5103716440072399,3.0199999999999996,0.03,0.2603202846975089,William T.,70.0,62.0,Redmond,redmobi01,29.0,3.0,0.04
240,1.0,0.01,0.19444444444444445,0.01,0.01,N,0.01,0.01,0.1945755808571693,0.39874224752383597,4.0,0.01,0.20416666666666666,Lawrence P.,27.0,21.0,Ressler,resslla01,17.0,1.0,-0.4
241,0.01,0.01,0.0025,0.01,0.01,N,0.01,0.01,0.007444168734491316,0.024944168734491318,0.01,0.01,0.0175,William H.,1.0,0.01,Rexter,rextewi01,0.01,1.0,-0.06
242,45.0,28.009999999999998,0.23768115942028986,103.0,5.07,N,5.059999999999999,0.09,0.2826103558881931,0.5876538341490627,1.08,0.09,0.3050434782608695,John H.,440.0,410.0,Richmond,richmjo01,239.0,9.0,6.09
